-0,16170;0,19967;-0,02726;;-0,16170;0,19967;-0,02726;;;0,00000;0,00000;0,00000
0,00000;-0,02783;0,05043;;0,00000;-0,02783;0,05043;;;0,00000;0,00000;0,00000
-0,90618;1,10448;-0,12821;;-0,90618;1,10448;-0,12821;;;0,00000;0,00000;0,00000
0,00000;-0,13876;0,28866;;0,00000;-0,13876;0,28866;;;0,00000;0,00000;0,00000
-1,72197;2,14040;-0,21210;;-1,72197;2,14040;-0,21210;;;0,00000;0,00000;0,00000
0,00000;-0,13829;0,53119;;0,00000;-0,13829;0,53119;;;0,00000;0,00000;0,00000
-3,10291;4,39926;-0,79179;;-3,10291;4,39926;-0,79179;;;0,00000;0,00000;0,00000
0,00000;-0,02159;0,73119;;0,00000;-0,02159;0,73119;;;0,00000;0,00000;0,00000
-3,80900;5,58364;-1,16733;;-3,80900;5,58364;-1,16733;;;0,00000;0,00000;0,00000
0,00000;-0,04718;0,82119;;0,00000;-0,04718;0,82119;;;0,00000;0,00000;0,00000
-4,13569;6,09287;-1,31061;;-4,13569;6,09287;-1,31061;;;0,00000;0,00000;0,00000
0,00000;-0,07321;0,87899;;0,00000;-0,07321;0,87899;;;0,00000;0,00000;0,00000
;;;;;;;;;0,00000;0,00000;0,00000
-0,12577;0,15590;-0,02130;;-0,12577;0,15590;-0,02130;;;0,00000;0,00000;0,00000
0,00000;-0,02080;0,03898;;0,00000;-0,02080;0,03898;;;0,00000;0,00000;0,00000
-0,72666;0,90065;-0,11612;;-0,72666;0,90065;-0,11612;;;0,00000;0,00000;0,00000
0,00000;-0,10842;0,22523;;0,00000;-0,10842;0,22523;;;0,00000;0,00000;0,00000
-1,47217;1,85825;-0,21881;;-1,47217;1,85825;-0,21881;;;0,00000;0,00000;0,00000
0,00000;-0,13387;0,44231;;0,00000;-0,13387;0,44231;;;0,00000;0,00000;0,00000
-2,67966;3,78017;-0,68173;;-2,67966;3,78017;-0,68173;;;0,00000;0,00000;0,00000
0,00000;-0,04772;0,63938;;0,00000;-0,04772;0,63938;;;0,00000;0,00000;0,00000
-3,31638;4,81931;-0,98959;;-3,31638;4,81931;-0,98959;;;0,00000;0,00000;0,00000
0,00000;-0,06753;0,73258;;0,00000;-0,06753;0,73258;;;0,00000;0,00000;0,00000
-3,65936;5,33422;-1,12046;;-3,65936;5,33422;-1,12046;;;0,00000;0,00000;0,00000
0,00000;-0,09515;0,80147;;0,00000;-0,09515;0,80147;;;0,00000;0,00000;0,00000
;;;;;;;;;0,00000;0,00000;0,00000
-0,11561;0,14736;-0,02394;;-0,11561;0,14736;-0,02394;;;0,00000;0,00000;0,00000
0,00000;-0,01966;0,03414;;0,00000;-0,01966;0,03414;;;0,00000;0,00000;0,00000
-0,64590;0,80572;-0,10939;;-0,64590;0,80572;-0,10939;;;0,00000;0,00000;0,00000
0,00000;-0,09809;0,19805;;0,00000;-0,09809;0,19805;;;0,00000;0,00000;0,00000
-1,33993;1,70223;-0,21632;;-1,33993;1,70223;-0,21632;;;0,00000;0,00000;0,00000
0,00000;-0,13260;0,39805;;0,00000;-0,13260;0,39805;;;0,00000;0,00000;0,00000
-2,43923;3,42513;-0,61297;;-2,43923;3,42513;-0,61297;;;0,00000;0,00000;0,00000
0,00000;-0,05761;0,58862;;0,00000;-0,05761;0,58862;;;0,00000;0,00000;0,00000
-3,04590;4,40265;-0,89379;;-3,04590;4,40265;-0,89379;;;0,00000;0,00000;0,00000
0,00000;-0,07661;0,68266;;0,00000;-0,07661;0,68266;;;0,00000;0,00000;0,00000
-3,38540;4,90185;-1,01296;;-3,38540;4,90185;-1,01296;;;0,00000;0,00000;0,00000
